썸네일,보도 일자,언론사,기사 제목,URL,기사내용,카테고리
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5291%2F2022%2F09%2F24%2F1637873.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,3일 전,경북일보,"우리복지시민연합 ""정순천 대구행복진흥원 원장 내정자 철저한 감시해야""",http://www.kyongbuk.co.kr/news/articleView.html?idxno=2112552, 우리복지시민연합 로고 지역 시민단체가 대구행복진흥원 원장으로 내정된 정순천 전 대구시의원에 대한 철저한 감시를 천명했다. 우리복지시민연합(이하 복지연합)은 21일 '민선 8기는 벌금형 전과자를 선호하는 것은... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5581%2F2022%2F09%2F22%2F144522.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,2022.09.15.,머니S,"대구시, '취약계층 비대면 아동급식지원 플랫폼' 구축",http://moneys.mt.co.kr/news/mwView.php?no=2022091517405488751," 대구시가 15일 비즈플레이 서울 사무실에서 급식우려 아동의 아동급식지원 바우처(카드)를 배달앱과 연계해... 이날 착수보고회는 대구시와 과학기술정보통신부, 한국지능정보사회진흥원(NIA), 경기도, 배달앱 운영사... ",사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5723%2F2022%2F09%2F19%2F8675.jpg&type=ff264_180&expire=2&refresh=true,2022.09.13.,연합뉴스,"대구시 ""통합신공항, 2035년 민간전용 제2활주로 추가 건설""(종합)",https://www.yna.co.kr/view/AKR20220913071251053?input=1195m," 2030년 1단계 완공 민항 활주로 3.8km, 시간당 50회 항공기 이착륙 '중남부권 중추공항' 의지 재확인…건설 청사진, 국토부에 건의 류성무 이덕기 기자 = 대구시가 건설 예정인 대구경북 통합신공항에 2단계 사업으로... ",사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F088%2F2022%2F09%2F14%2F775097.jpg&type=ff264_180&expire=2&refresh=true,3일 전,e대한경제,대구 동구여성 행복아카데미 개최,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202209211703302880678," 대구 동구청(구청장 윤석준)이 대구 동구 여성행복아카데미를 개최한다. 지난 20일 시작돼 11월 22일까지 진행되며, 장소는 동구청소년문화의집 아름드리(안심로16길 51)다. ‘잊(잃)어버린 나를 찾아서’라는 주제로... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F092%2F2022%2F09%2F15%2F2268087.jpg&type=ff264_180&expire=2&refresh=true,5일 전,경북일보,근대기 대구 문화예술인들 활동상 재조명,http://www.kyongbuk.co.kr/news/articleView.html?idxno=2112317, 청년시절의 윤복진 근대기 대구 문화예술인들의 활동상을 알 수 있는 자료들이 대거 대구시에 기증됐다. 일제강점기 작사가이자 아동문학가로 활약한 윤복진(1907~1991년)의 유족이 소장했던 자료들이다. '가을밤 외로운... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5098%2F2022%2F09%2F19%2F405126.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,2일 전,스타뉴스,"'대구의 아들' 이찬원, 수성못 페스티벌 출격..가을밤 찬또에 빠져보세요♡",http://star.mt.co.kr/stview.php?no=2022092205244461148," 가수 이찬원이 고향 대구에서 팬들을 만난다. 이찬원은 9월 23일부터 25일까지 대구 수성못, 울루루 문화광장 일원에서 열리는 '2022 수성못 페스티벌' 중 24일 오후 7시 30분 수성못 상화 동산에서 열리는 '수성못... ",IT과학
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5358%2F2022%2F09%2F19%2F443536.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,2022.09.15.,연합뉴스,"두산로보틱스, 대구에 남부지사 설립…""영남권 영업 총괄""",https://www.yna.co.kr/view/AKR20220915037200003?input=1195m," 두산로보틱스는 대구 북구에 남부지사를 설립하고 오픈 기념식을 진행했다고 15일 밝혔다. 기념식에는 류정훈 두산로보틱스 대표, 손웅희 한국로봇산업진흥원 원장, 송규호 대구기계부품연구원 원장 등이 참석했다.... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5098%2F2022%2F09%2F19%2F405123.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,2일 전,디자인정글,"대구시의회, 의정활동 핵심가치 담은 새 슬로건 선정",https://www.jungle.co.kr/magazine/204607, 대구시의회 새 슬로건(사진출처: 대구시의회)대구광역시의회가 제9대 의회 출범을 맞아 시의회가 지향해야 할 핵심가치와 비전을 담은 새로운 의정슬로건으로함께하는 민생의회 행동하는 정책의회를 선정했다.이번에... ,세계
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F003%2F2022%2F09%2F13%2F11416010.jpg&type=ff264_180&expire=2&refresh=true,6일 전,OSEN,"'고재현-세징야-이근호 연속골' 대구, 안방서 FC서울에 3-0 승리",http://www.osen.co.kr/article/G1111945033, 대구FC가 안방에서 FC서울을 제압했다. 대구FC는 18일 오후 3시 DGB대구은행파크에서 열린 '하나원큐 K리그 2022' 33라운드 FC서울과 맞대결을 펼쳐 3-0 승리를 거뒀다. 이로써 승점 3점을 추가한 대구는 승점 35점(7승 14무... ,경제
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F657%2F2022%2F09%2F21%2F6967.jpg&type=ff264_180&expire=2&refresh=true,2일 전,e대한경제,대구 북구 ‘금호강바람소리길축제’,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202209211154163740530," ‘新풍류 문화나루터’ 주제로 개최 (재)행복북구문화재단(이사장 배광식)은 대구 북구의 대표 축제인‘금호강바람소리길축제’를 24일과25일 금호강 문화광장(산격 야영장, 대구 북구 산격동 14-45)에서 ‘신(新)풍류... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F079%2F2022%2F09%2F20%2F3687024.jpg&type=ff264_180&expire=2&refresh=true,2일 전,e대한경제,대구 북구 ‘금호강바람소리길축제’,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202209211154163740530," ‘新풍류 문화나루터’ 주제로 개최 (재)행복북구문화재단(이사장 배광식)은 대구 북구의 대표 축제인‘금호강바람소리길축제’를 24일과25일 금호강 문화광장(산격 야영장, 대구 북구 산격동 14-45)에서 ‘신(新)풍류... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5291%2F2022%2F09%2F18%2F1633665.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,6일 전,OSEN,"'고재현-세징야-이근호 연속골' 대구, 안방서 FC서울에 3-0 승리",http://www.osen.co.kr/article/G1111945033, 대구FC가 안방에서 FC서울을 제압했다. 대구FC는 18일 오후 3시 DGB대구은행파크에서 열린 '하나원큐 K리그 2022' 33라운드 FC서울과 맞대결을 펼쳐 3-0 승리를 거뒀다. 이로써 승점 3점을 추가한 대구는 승점 35점(7승 14무... ,경제
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F001%2F2022%2F09%2F14%2F13436991.jpg&type=ff264_180&expire=2&refresh=true,4일 전,KBS,[날씨] 대구·경북 최저 10도 안팎…큰 일교차 유의,https://news.kbs.co.kr/news/view.do?ncd=5560117&ref=A," 내일 아침 최저기온은 대구가 12도, 의성은 8도로 출근길에는 가벼운 겉옷 챙기시는 것이 좋겠고요, 한낮... 이어서 대구와 경북의 지역별 기온입니다. 내일 아침 출근길은 오늘보다 기온이 더 떨어지면서 서늘하겠는데요... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F421%2F2022%2F09%2F18%2F6340028.jpg&type=ff264_180&expire=2&refresh=true,4일 전,대경일보,"대구시, 2022년 대학생 학자금대출 부담경감 지원사업 추진",https://www.dkilbo.com/news/articleView.html?idxno=376824, 대구시는 지역 청년들이 경제적 부담을 덜고 학업과 취업에 전념할 수 있도록 '2022년 대학생 학자금대출 부담경감 지원사업'을 추진한다. 대구시 '대학생 학자금대출 부담경감 지원사업'은 지역 대학생의 학자금대출... ,사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F421%2F2022%2F09%2F22%2F6349830.jpg&type=ff264_180&expire=2&refresh=true,2일 전,경북신문,"베스트안과의원, 대구적십자사 ‘희망을 전하는 나눔병원’ 가입",http://www.kbsm.net/news/view.php?idx=364563, 베스트안과의원(대구 남구 대명동 소재)이 지난 16일 대구시의사회와 대한적십자사 대구지사의 나눔 확산 프로그램인 ‘희망을 전하는 나눔병원'에 가입했다.배성근 베스트안과원장은 “어려운 시기일수록 작은 관심과... ,경제
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F014%2F2022%2F09%2F16%2F4899533.jpg&type=ff264_180&expire=2&refresh=true,3일 전,경상매일신문,"대구교육청, 전국체전 출전 선수 응원과 격려",http://www.ksmnews.co.kr/default/index_view_page.php?idx=395209&part_idx=263, 대구시교육청은 제103회 전국체육대회를 대비해 마무리 훈련하고 있는 학생선수 및 지도교사 등을 격려하기 위해 지난 20~30일까지 학교 및 훈련장을 방문한다고 밝혔다.   강은희 교육감은 지난 20일 대구체육고등학... ,스포츠
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5293%2F2022%2F09%2F19%2F298666.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,3일 전,경북신문,[동정] 배광식 대구북구청장,http://www.kbsm.net/news/view.php?idx=364444, 배광식 대구북구청장은 22일 오후 4시 산격대교 일원에서 열리는 ‘금호강 바람소리길 축제 현장보고회’에 참석한다. ,사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F421%2F2022%2F09%2F16%2F6336846.jpg&type=ff264_180&expire=2&refresh=true,2일 전,헤럴드경제,"DGB대구은행, 동행 도시락 나눔 행사 진행",http://news.heraldcorp.com/village/view.php?ud=202209220807219202091_10, DGB대구은행은 21일 대구 중구 소재 남산종합사회복지관(관장 신상윤)에서 지역민과 함께하는 동행 도시락 나눔행사를 진행했다. 이날 행사는 대한적십자사 대구지사(회장 박명수)와 함께 열었으며 DGB대구은행... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F109%2F2022%2F09%2F23%2F4704844.jpg&type=ff264_180&expire=2&refresh=true,8면 1단,매일신문 ,대구 초교 어린이보호구역 전수 조사서 시설 관리 부실·미설치 '607건' 확인,https://news.imaeil.com/page/view/2022091513432333222, 대구 초등학교 어린이보호구역의 안전시설 관리가 부실한 것으로 드러났다. 15일 대구안전생활실천시민연합(이하 대구 안실련)에 따르면 지난 7월 31일 기준 대구의 어린이보호구역은 모두 752곳이다. 세부적으로... ,정치
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F109%2F2022%2F09%2F23%2F4704844.jpg&type=ff264_180&expire=2&refresh=true,1일 전,LG헬로비전,"23일 0시 기준 대구경북 3,063명 신규 확진",http://news.lghellovision.net/news/newsView.do?soCode=SCG6000000&idx=345456," 23일 0시 기준 대구경북지역 코로나19 신규확진자가 3천 명대를 기록했습니다. 대구의 신규 확진자는 1,436명으로, 지난주보다 51%가 감소했습니다. 사망자는 8명으로 집계됐으며, 병상가동률은 26%입니다.... ",코로나
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5321%2F2022%2F09%2F22%2F280068.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,2일 전,인더뉴스,"GS건설, 대구 ‘대명자이 그랜드시티’ 1501가구 10월 분양",https://www.inthenews.co.kr/news/article.html?no=48625," 전용 46~101㎡ 구성..쾌적성·편의성 높여 인더뉴스 홍승표 기자ㅣGS건설[006360]은 대구시 남구 대명3동... 우선 달구벌대로와 성당로, 앞산순환대로가 인접하며 대구도시철도 2호선 반고개역과 3호선 남산역도... ",경제
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F088%2F2022%2F09%2F22%2F776212.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,3일 전,신아일보,"DGB대구은행, 지역민과 함께하는 동행 도시락 나눔",http://www.shinailbo.co.kr/news/articleView.html?idxno=1601399, DGB대구은행은 21일 대구 중구 남산종합사회복지관에서 지역민과 함께하는 동행 도시락 나눔행사를 진행했다고 밝혔다. 대한적십자사 대구지사와 함께 실시한 이번 행사에는 DGB대구은행 임직원으로 구성된... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F003%2F2022%2F09%2F19%2F11427207.jpg&type=ff264_180&expire=2&refresh=true,3일 전,JTBC GOLF,'우승할 준비됐다 아이가!'… '대구 사나이' 조민규 고향서 우승샷 날린다,http://jtbcgolf.joins.com/news/news_view.asp?ns1=42214," 고향인 대구에서 열리는 한국프로골프(KPGA) 코리안투어 DGB금융그룹 오픈에서 투어 첫 우승컵을 향한 강한... 조민규도 2016년 그 당시 대회 분위기가 기억난다고 했다 그는 ""DGB금융그룹 오픈은 대구를 비롯한 경북... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5098%2F2022%2F09%2F19%2F405120.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,2022.09.14.,대구MBC ,"대구시, 5,400억 원 들여 금호강 주변 개발",https://dgmbc.com/article/mzFcpCFCy_17PmOk," 대구시는 5,400억 원을 들여 대구 금호강 주변을 개발하기로 했습니다. '열린 금호강', '활기찬 금호강', '지속가능한 금호강'이라는 3대 목표 아래 30여 가지 실행 계획을 통해 기후 위기에 강한 글로벌 내륙수변도시를... ",IT과학
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5617%2F2022%2F09%2F21%2F200149.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,25면 1단,매일신문,[화촉]조현도(대구 광명교회 장로) 아들 24일 결혼,https://news.imaeil.com/page/view/2022092010473812003," ▶조현도(대구 광명교회 장로)·김정애 씨 아들 재복 군,김광진(서울 소망교회 집사)·양경혜 씨 딸 지현 양.9월 24일(토) 오후 2시.소망교회(서울 강남구 압구정로 36길 55)선교관 2층 제1예배실 ",세계
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5612%2F2022%2F09%2F18%2F88878.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,3일 전,한국대학신문,"대구보건대-경남도립거창대, 대학원격교육지원 활성화 '맞손'",https://news.unn.net/news/articleView.html?idxno=534238, 20일 남성희 대구보건대 총장(오른쪽)과 박유동 경남도립거창대 총장이 대학원격교육지원 활성화 협약을 체결하고 기념 촬영을 하고 있다.  대구보건대학교(총장 남성희)가 경남도립거창대학(총장 박유동)과... ,세계
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5321%2F2022%2F09%2F18%2F279255.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,1일 전,OSEN,"이강철 감독, 박영현의 완벽투에 매료됐다 ""올 시즌 최고"" 엄지 척! [오!쎈 대...",http://www.osen.co.kr/article/G1111949545," 박영현은 지난 22일 대구 삼성전에서 8회 네 번째 투수로 나서 2이닝을 깔끔하게 지웠다. 박영현은 8회 김현준과 강민호를 각각 헛스윙 삼진, 2루 뜬공으로 돌려 세웠다. 김지찬에게 우전 안타를 내줬지만 김상수를 우익수... ",스포츠
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F657%2F2022%2F09%2F14%2F6771.jpg&type=ff264_180&expire=2&refresh=true,2022.09.15.,연합뉴스,"대구시, 배달앱 연계 결식아동 급식지원 추진",https://www.yna.co.kr/view/AKR20220915132800053?input=1195m, 대구시가 오프라인에서만 사용할 수 있는 결식 우려 아동 급식지원 카드를 배달앱에서도 쓸 수 있도록 하는... 공모사업에 대구가 선정돼 추진하는 것이다. 급식지원 바우처(카드)를 배달앱과 연계해 비대면으로도 주문... ,사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F657%2F2022%2F09%2F15%2F6795.jpg&type=ff264_180&expire=2&refresh=true,4일 전,쿠키뉴스,대구대·영남이공대·대구보건대·영남대 [대학소식],http://www.kukinews.com/newsView/kuk202209200078," 대구대, 코아시아세미와 반도체 인력 양성 위한 MOU 체결 대구대와 코아시아세미 관계자 단체 사진. (대구대 제공) 2022.09.20 대구대가 삼성전자 파운드리 공식 DSP(Design Solution Partner)인 코아시아세미와 협약을 맺고 반도체... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F657%2F2022%2F09%2F14%2F6771.jpg&type=ff264_180&expire=2&refresh=true,4일 전,공감신문,"대구시 ""신천을 스마트 고품격 수변공원으로 바꾼다""",https://www.gokorea.kr/news/articleView.html?idxno=732676, 대구시는 인구구조의 변화와 글로벌 팬데믹 등 일상생활이 변화됨에 따라 야외공간에서 다양한 활동을... 시민의 호응이 좋은 간이 물놀이장과 스케이트장도 매년 반복 설치와 철거로 시민 불편이 지속돼 대구시는 사계절... ,사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F657%2F2022%2F09%2F15%2F6795.jpg&type=ff264_180&expire=2&refresh=true,2022.09.15.,연합뉴스,"대구시, 배달앱 연계 결식아동 급식지원 추진",https://www.yna.co.kr/view/AKR20220915132800053?input=1195m, 대구시가 오프라인에서만 사용할 수 있는 결식 우려 아동 급식지원 카드를 배달앱에서도 쓸 수 있도록 하는... 공모사업에 대구가 선정돼 추진하는 것이다. 급식지원 바우처(카드)를 배달앱과 연계해 비대면으로도 주문... ,사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F477%2F2022%2F09%2F15%2F381839.jpg&type=ff264_180&expire=2&refresh=true,3일 전,뉴스핌,"홍준표 대구시장, 고산정수장 찾아 '맑은물 하이웨이' 구상",http://www.newspim.com/news/view/20220921000818, 홍준표 대구시장이 21일 오후 맑은물 하이웨이 사업의 구체적인 구상을 위해 대구 최대 정수장인 고산정수사업소와 매곡정수사업소를 차례로 방문해 현황을 파악하고 있다. 앞서 홍 시장은 지난 18일에도 대구권 4개... ,정치
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5291%2F2022%2F09%2F23%2F1637425.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,5일 전,대경일보,"홍준표 대구시장, 가창댐 등 대구권 댐 방문",https://www.dkilbo.com/news/articleView.html?idxno=376606," ▲ 홍준표 대구시장이 지난 18일 오후 2시에 대구시민의 수돗물 원수 공급처인 가창댐을 방문하고 있는 모습. 홍준표 대구시장은 지난 18일 오후 2시에 대구시민의 수돗물 원수 공급처인 가창댐, 공산댐 등 대구권 댐을... ",정치
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5291%2F2022%2F09%2F21%2F1635969.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,5일 전,경상매일신문,"대구교육청 특ㆍ마 페스티벌, 직업계고 진학 정보 한눈에",http://www.ksmnews.co.kr/default/index_view_page.php?idx=394848&part_idx=263," 대구시교육청은 20일~21일 양일간 영남이공대 천마체육관에서, 2022 대구교육청 직업교육 박람회 ‘특ㆍ마 Festival’을 개최한다고 밝혔다. 올해로 7년째를 맞이하는 ‘대구교육청 직업교육박람회’는 영남이공대... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5207%2F2022%2F09%2F20%2F380133.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,5일 전,쿠키뉴스,영진전문대·대구보건대·대구가톨릭대·수성대 [대학소식],http://www.kukinews.com/newsView/kuk202209190163," 대구보건대 언어치료학과, ‘예비 언어재활사 선서식’ 개최 지난 16일 대구보건대 언어치료학과 학생들이 ‘제10회 예비 언어재활사 선서식’에서 선서문을 낭독하고 있다. (대구보건대 제공) 2022.09.19 대구보건대... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5533%2F2022%2F09%2F20%2F184692.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,2일 전,국제뉴스,"대구시 달서구, 2022 찾아가는 달서 반려동물 문화교실 운영",https://www.gukjenews.com/news/articleView.html?idxno=2556445," 사진제공=달서구청 백운용 기자 = 대구 달서구(구청장 이태훈)는 9월 20일부터 11월 30일까지 초·중학생을... 한편, 달서구는 지속적으로 증가하는 반려인구의 수요에 맞춰 대구시 최초로 사람과 동물이 함께 즐길 수 있는... ",사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5533%2F2022%2F09%2F21%2F184911.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,4일 전,뉴스민,"대구시의회, ‘홍준표 채무 감축’ 제동···718억 규모 기금 폐지 보류",https://www.newsmin.co.kr/news/78077/," 홍준표 대구시장 채무 감축 정책의 핵심이 될 조례 개정·폐지 조례안이 의회에서 심사 보류되고 있다. 지난 19일, 20일 열린 대구시의회 각 상임위원회는 심도 있는 논의가 필요하다는 이유로 5개 조례안 심사 보류를... ",세계
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F079%2F2022%2F09%2F18%2F3686314.jpg&type=ff264_180&expire=2&refresh=true,5일 전,아이뉴스24,[설왕설래]홍준표·이재하 대구상의회장 '불화설' 계속되나?,http://www.inews24.com/view/1519887, 홍준표 대구광역시장과 이재하 대구상공회의소 회장과의 불협화음이 지역정가 화두에 올랐다. 홍 시장의 대구 미래 50년 청사진을 위한 혁신 행보에 지역 경제계가 제동을 걸고 있는 모양새다. 19일 지역 정치 경제계에... ,생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5291%2F2022%2F09%2F21%2F1635778.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,5일 전,머니S,"대구시 ""무료 인플루엔자 예방접종으로 트윈데믹 대비""",http://moneys.mt.co.kr/news/mwView.php?no=2022091918021080107," 대구시가 오는 21일부터 어린이를 시작으로 임신부, 만 65세 이상 어르신, 취약계층에 대한 무료 인플루엔자... 홍윤미 대구시 감염병관리과장은 ""지난 16일 인플루엔자 유행주의보가 발령됨에 따라 올 가을·겨울... ",IT과학
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5291%2F2022%2F09%2F19%2F1634641.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,3일 전,시사매거진,전원주택 박람회 '2022 대구경향하우징페어' 개최,https://www.sisamagazine.co.kr/news/articleView.html?idxno=465201,"  대구 엑스코(EXCO)에서 대구/경북 최대 건축, 인테리어, 전원주택 박람회 '2022 대구경향하우징페어'가 오는 22일부터 개최된다. 이번 대구경향하우징페어에서는 다양한 건축자재, 전원주택, 인테리어 분야 전문 기업들이... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5189%2F2022%2F09%2F20%2F131125.jpg&type=ofullfill264_180_gray&expire=2&refresh=true,23면 1단,매일신문,대구 서구 ‘자랑스러운 구민상’에 최병일 ·윤정희 씨,https://news.imaeil.com/page/view/2022092113030263502," 대구 서구청(구청장 류한국)은 지난 16일 '제32회 자랑스러운 구민상' 수상자 선정을 위한 심의위원회를 개최하고, 교육부문에 내당4동 최병일 씨, 사회봉사부문에 비산4동 윤정희 씨를 수상대상자로 최종 선정하였다.... ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5138%2F2022%2F09%2F20%2F400037.jpg&type=ff264_180&expire=2&refresh=true,4일 전,노컷뉴스,"대구 민주노총 하반기 투쟁 선포…""반민생, 반노동 정책 반대""",https://www.nocutnews.co.kr/news/5820101," 민주노총 대구지역본부가 하반기 투쟁에 돌입하겠다고 밝혔다. 노조는 20일 국민의힘 대구시당 앞에서 기자회견을 열고 하반기 투쟁을 선포했다. 이들은 ""윤석열 정부의 반민생, 반노동 정책에 맞서기 위함""이라고 투쟁... ",사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F031%2F2022%2F09%2F15%2F697303.jpg&type=ff264_180&expire=2&refresh=true,19시간 전,뉴스프리존,"계명대 대구동산병원, 서문시장 상인 및 이용객 대상 무료 의료상담 실시",http://www.newsfreezone.co.kr/news/articleView.html?idxno=411110, 계명대학교 대구동산병원은 최근 서문시장 상가연합회 내 1층 서문마루에서 서문시장 상인 및 이용객을 대상으로 무료 의료상담을 실시했다고 24일 밝혔다. 100여명이 검진 서비스를 이용했다. 계명대 대구동산병원이... ,사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F056%2F2022%2F09%2F20%2F11342040.jpg&type=ff264_180&expire=2&refresh=true,5일 전,e대한경제,"대구소방, 영남권역 119특수구조단 등 통합대응훈련 실시",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202209191606036050943, 합동훈련 대구광역시 119특수대응단은 16일 오후 2시 달성군 사문진교 일원에서 대규모 복합재난 발생을 가정한 영남권역 119특수구조단 등 통합대응 합동훈련을 실시했다고 밝혔다. 대구119특수대응단이 주관한 이번... ,사회
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5138%2F2022%2F09%2F18%2F399437.jpg&type=ff264_180&expire=2&refresh=true,2일 전,브레이크뉴스,"대구 달성군, 2022년 찾아가는 자원봉사대학 개최",http://www.breaknews.com/926134," every year, Dalseong-gun operates a volunteer college, mobile comprehensive welfare service, mobile laundry service, support for helping rural people, and making kimchi. 원본 기사 보기:브레이크뉴스 대구경북 ",생활문화
https://search.pstatic.net/common/?src=https%3A%2F%2Fimgnews.pstatic.net%2Fimage%2Forigin%2F5207%2F2022%2F09%2F20%2F380102.jpg&type=ff264_180&expire=2&refresh=true,2일 전,CNB뉴스,"홍준표 대구시장, 고산·매곡 정수장 방문해 현황 파악",https://www.cnbnews.com/news/article.html?no=565521," ▲ CNB,씨앤비,시앤비,CNB뉴스,씨앤비뉴스 홍준표 대구시장이 맑은물 하이웨이 사업의 구체적인 구상을 위해 대구권 4개 댐(가창댐, 공산댐, 영천댐, 운문댐)을 방문한 데 이어 대구 최대 정수장인 고산정수사업소와... ",정치
